user_id,event_type,product_id,product_category,product_price,quantity,timestamp,session_id,device,country,total_amount
caseyjulie,add_to_cart,Lamp_1,Home,774.05,3,2026-01-27T10:31:12.845223,c7e7a35a-1803-4545-af84-57fee26d518a,tablet,BJ,336.52
carlycowan,purchase,Racket_0,Sports,655.03,1,2026-01-27T10:31:12.855223,93efd5e9-875a-4510-8a6e-762671553d0b,mobile,LA,131.54
benjamingiles,view,Lamp_0,Home,386.41,5,2026-01-27T10:31:12.865223,6025c72e-9512-4aa7-bca6-8682dd930f38,desktop,RW,145.07
boyermisty,view,Lamp_5,Home,132.11,2,2026-01-27T10:31:12.875223,0599bada-6dc5-484b-b37d-fb4b5ecc8e89,desktop,SL,432.58
asanchez,view,Shirt_3,Clothing,203.69,3,2026-01-27T10:31:12.885223,8b2e85cc-1ead-4c32-bfd4-98cf033bb3a4,mobile,ET,407.36
pcampbell,add_to_cart,Laptop_5,Electronics,637.66,5,2026-01-27T10:31:12.895223,f1d7d54f-6b64-4a2a-9421-aa597a248743,tablet,PT,433.15
kimberly31,wishlist,Novel_0,Books,510.4,3,2026-01-27T10:31:12.905223,66618dc8-e8b0-470b-a4f0-6cd795294453,mobile,OM,411.3
robertthompson,remove_from_cart,Novel_8,Books,227.41,4,2026-01-27T10:31:12.915223,bb7c16da-5705-421f-aca7-07b4e2755968,tablet,SR,113.93
jeremypierce,remove_from_cart,Novel_4,Books,661.9,5,2026-01-27T10:31:12.925223,2f612aea-16aa-4da6-9ce2-0aa23dfdfe68,tablet,LV,495.77
izimmerman,add_to_cart,Lamp_4,Home,269.78,2,2026-01-27T10:31:12.935223,34e5a777-7196-4a8d-9a0a-ba0064198a71,desktop,ID,281.01
marshalljames,wishlist,Shirt_13,Clothing,679.19,4,2026-01-27T10:31:12.945223,4bd876ba-5aca-496c-b643-2ed776fd16a9,mobile,TH,349.05
joshuamccoy,remove_from_cart,Shirt_1,Clothing,536.56,2,2026-01-27T10:31:12.955223,9682e28a-cb58-4ac1-9c66-baba3880cb20,desktop,RS,90.62
yjohnson,view,Novel_13,Books,353.3,2,2026-01-27T10:31:12.965223,e0430ab6-48d8-4abe-a8ee-089adab2a5c1,mobile,PY,331.59
udaugherty,wishlist,Laptop_4,Electronics,508.87,4,2026-01-27T10:31:12.975223,bf591080-dce2-4f02-9029-3f7beef48705,tablet,GN,298.2
marksamber,remove_from_cart,Racket_6,Sports,679.02,1,2026-01-27T10:31:12.985223,0b3e8272-e55e-4106-b334-392306b22ff2,tablet,AL,249.41
jerrywelch,add_to_cart,Pants_6,Clothing,677.37,3,2026-01-27T10:31:12.995223,1faacdc1-cb55-48e0-9ccf-492451bc124c,mobile,PG,378.2
rileybreanna,purchase,Novel_8,Books,934.95,1,2026-01-27T10:31:13.005223,59fc04f9-60ac-4335-932f-b74b055a26eb,tablet,SZ,208.23
flowersmaureen,purchase,Lamp_1,Home,546.12,2,2026-01-27T10:31:13.015223,3bdf38ad-e9d1-4c96-b8e3-e45886761664,mobile,GW,368.94
clarklawrence,remove_from_cart,Laptop_5,Electronics,698.53,2,2026-01-27T10:31:13.025223,438bcec2-da36-4d98-b808-3d27d1b354f2,mobile,AM,87.29
jeremypierce,remove_from_cart,Laptop_5,Electronics,113.79,2,2026-01-27T10:31:13.035223,a7898453-dc68-499a-bf83-a2165fdd90d2,mobile,FI,168.51
princelisa,add_to_cart,Laptop_5,Electronics,384.96,3,2026-01-27T10:31:13.045223,664ef582-25c1-4b05-9d26-d1b06e0ab1ba,desktop,FJ,192.91
dorseydavid,remove_from_cart,Racket_4,Sports,305.9,5,2026-01-27T10:31:13.055223,df911566-8912-4580-9df2-7fc4213a69d9,mobile,KN,397.45
princelisa,add_to_cart,Racket_0,Sports,588.35,2,2026-01-27T10:31:13.065223,5061f5f0-cf97-4e0e-8b1f-cd88fa84df18,tablet,GW,257.67
