user_id,event_type,product_id,product_category,product_price,quantity,timestamp,session_id,device,country,total_amount
joshuathompson,remove_from_cart,Shirt_5,Clothing,372.38,2,2026-01-27T10:31:27.911009,82607f7a-fad7-4132-93dd-359b9d733bcb,desktop,TW,316.64
joshuathompson,remove_from_cart,Shirt_6,Clothing,698.67,3,2026-01-27T10:31:27.921009,fdbbe873-df4b-4efd-b16d-ab6adec4d00c,desktop,LI,47.57
jeremypierce,remove_from_cart,Novel_2,Books,461.04,1,2026-01-27T10:31:27.931009,6964f60c-a207-4806-8315-ed82ded3528d,desktop,DZ,483.51
robertthompson,purchase,Shoe_6,Sports,164.42,3,2026-01-27T10:31:27.941009,d9425a44-b0b7-467b-82b5-1d588ab75fbc,mobile,UA,393.49
kimberly31,view,Laptop_7,Electronics,939.95,2,2026-01-27T10:31:27.951009,9ed5b383-5d8b-480a-bb19-1adacf93c301,desktop,UY,124.83
rileybreanna,view,Phone_8,Electronics,647.83,2,2026-01-27T10:31:27.961009,1955d51a-d148-40e0-a873-5ae65b7f059f,desktop,AD,176.32
bsmith,wishlist,Shoe_5,Sports,594.07,3,2026-01-27T10:31:27.971009,5c1f1889-710e-475c-a98b-28dca209fef3,mobile,UG,339.87
princelisa,view,Shoe_2,Sports,666.48,1,2026-01-27T10:31:27.981009,f24a8549-7161-4eda-85ad-18b390c8355d,tablet,CN,103.99
kathykelly,wishlist,Novel_8,Books,191.01,3,2026-01-27T10:31:27.991009,f245b825-9f61-4987-921a-266142f9e63b,tablet,DK,471.13
marksamber,purchase,Shoe_9,Sports,369.14,2,2026-01-27T10:31:28.001009,f9cb1176-b960-4ebd-b253-48f77cda01c3,mobile,BZ,226.55
nsummers,purchase,Lamp_3,Home,989.94,4,2026-01-27T10:31:28.011009,498b1886-5977-4b0f-9583-5ce84947683d,desktop,LT,437.65
bentonbenjamin,view,Novel_0,Books,573.59,1,2026-01-27T10:31:28.021009,468beb9d-e8de-4659-9105-07ebcc1bccbe,tablet,NZ,230.01
