user_id,event_type,product_id,product_category,product_price,quantity,timestamp,session_id,device,country,total_amount
pcampbell,remove_from_cart,Phone_3,Electronics,831.45,5,2026-01-27T10:29:17.510956,16824fdc-3087-4d2f-acfd-fbf7bf94adf6,tablet,AR,349.18
bakerrandall,view,Novel_11,Books,825.56,5,2026-01-27T10:29:17.520956,85929c6b-7411-419b-b0b8-49789fe15974,desktop,CG,425.32
caseyjulie,remove_from_cart,Sofa_4,Home,874.19,2,2026-01-27T10:29:17.530956,4a373cbb-95fc-4099-b4f4-c4b24fa60426,tablet,CR,297.3
matthewsmatthew,remove_from_cart,Laptop_5,Electronics,95.63,3,2026-01-27T10:29:17.540956,3f7d6c25-dee5-493e-94fc-2526ef09310f,mobile,KW,371.33
brownnathan,wishlist,Novel_12,Books,295.42,5,2026-01-27T10:29:17.550956,b1584f5b-c8b6-4317-9d5e-276708653708,desktop,HR,128.92
gomezcharles,remove_from_cart,Lamp_2,Home,341.59,3,2026-01-27T10:29:17.560956,c42326aa-ab2a-40d1-9105-c918532b7d27,mobile,ET,472.56
eburns,purchase,Phone_8,Electronics,831.6,5,2026-01-27T10:29:17.570956,975e3b49-e147-434d-b68d-76c5e5be2e0d,mobile,UY,322.51
bsmith,view,Shoe_8,Sports,456.35,2,2026-01-27T10:29:17.580956,589f3391-80a5-4462-8717-7a8fa8b511d6,tablet,PW,489.09
rdavis,view,Sofa_0,Home,910.95,4,2026-01-27T10:29:17.590956,1c535833-6b45-413e-9a55-c7845dbc0b87,desktop,KH,73.22
boyermisty,purchase,Shoe_10,Sports,88.85,2,2026-01-27T10:29:17.600956,1e0bf9ec-1584-47a8-b0f4-00052df0bbb9,mobile,PK,444.78
emily19,wishlist,Pants_13,Clothing,718.44,2,2026-01-27T10:29:17.610956,7e004ce5-5c41-4189-8285-41a5a4ae9fe8,desktop,PY,285.32
pcampbell,wishlist,Novel_17,Books,516.05,1,2026-01-27T10:29:17.620956,ac8aabd5-d9ee-4117-bdd7-db57a73b03e5,tablet,AT,228.31
justin17,add_to_cart,Shirt_1,Clothing,592.59,3,2026-01-27T10:29:17.630956,b0b7c1ef-e549-4995-a9fd-7be15fd893bb,tablet,LU,246.69
