user_id,event_type,product_id,product_category,product_price,quantity,timestamp,session_id,device,country,total_amount
joshuajohns,wishlist,Racket_7,Sports,534.96,2,2026-01-27T10:31:42.959617,baecfef7-e547-4ce5-8cb9-ed24fcd36e2e,tablet,HU,381.77
trevor02,remove_from_cart,Pants_2,Clothing,270.47,4,2026-01-27T10:31:42.969617,e7c2d1f8-f14b-4e60-9575-b85c5fffafaf,mobile,PH,424.44
heatherwade,purchase,Phone_8,Electronics,332.38,1,2026-01-27T10:31:42.979617,4561114b-315b-4170-93c7-8956e510c277,desktop,HN,393.23
jonesdaniel,wishlist,Pants_10,Clothing,188.67,4,2026-01-27T10:31:42.989617,dbab67b9-2c8e-41b3-b09a-dd8a44525399,mobile,MT,494.02
dorseydavid,remove_from_cart,Shoe_9,Sports,703.59,5,2026-01-27T10:31:42.999617,1c101edd-90d6-4856-9114-e9786e572fbe,desktop,SY,20.19
izimmerman,wishlist,Racket_0,Sports,200.13,1,2026-01-27T10:31:43.009617,25a0a00a-68d7-47dd-888e-4142459567b3,mobile,MT,291.42
bsmith,remove_from_cart,Lamp_1,Home,310.88,5,2026-01-27T10:31:43.019617,86dddb88-8658-47ae-a48d-e1445dd11c00,mobile,AG,228.26
boyermisty,remove_from_cart,Sofa_2,Home,756.3,4,2026-01-27T10:31:43.029617,baa96810-76bb-4a10-829a-3c0b8b9bf111,tablet,MD,373.83
fergusondavid,wishlist,Shirt_14,Clothing,656.85,3,2026-01-27T10:31:43.039617,4ec3771a-c6a8-49e7-bffb-e03d8d1be5e1,tablet,CY,52.79
emily19,add_to_cart,Novel_18,Books,347.8,2,2026-01-27T10:31:43.049617,be9c63e8-6a30-4c7e-bca1-dede7f953e82,mobile,BE,381.95
clarklawrence,wishlist,Laptop_8,Electronics,850.56,1,2026-01-27T10:31:43.059617,16d2886d-94d4-4f85-a21f-5b00331d9bf7,tablet,GA,199.72
joshuathompson,view,Novel_5,Books,942.56,2,2026-01-27T10:31:43.069617,30d4d09b-a4db-40c2-9afa-75daa15f4400,desktop,NP,364.63
heatherwade,purchase,Novel_8,Books,349.59,1,2026-01-27T10:31:43.079617,e42c46dc-ff21-479e-98d1-081d719c9dec,desktop,GE,430.28
princelisa,view,Racket_5,Sports,612.49,3,2026-01-27T10:31:43.089617,ae1a0e86-5501-4d43-a93c-2bd6141687c3,desktop,BB,420.69
robertthompson,add_to_cart,Lamp_2,Home,179.77,4,2026-01-27T10:31:43.099617,213cfebe-d5b7-46ee-865c-f07ece8c1dec,mobile,CM,104.1
joshuathompson,wishlist,Phone_6,Electronics,395.98,5,2026-01-27T10:31:43.109617,0f43ac15-dd04-40d9-8433-9c638137f6c7,desktop,RW,440.03
udaugherty,remove_from_cart,Racket_2,Sports,855.92,4,2026-01-27T10:31:43.119617,501377af-2871-4a84-af69-4ae7d543fd36,mobile,QA,313.04
qmendez,view,Sofa_0,Home,906.24,4,2026-01-27T10:31:43.129617,0f468257-c697-44fa-92a0-277a47fe72f0,tablet,TN,199.14
ithomas,purchase,Novel_14,Books,652.05,4,2026-01-27T10:31:43.139617,002eb416-c548-4877-9a27-fa8eeea348e9,tablet,LU,452.29
carlycowan,wishlist,Phone_8,Electronics,950.09,1,2026-01-27T10:31:43.149617,eafc8840-6e11-41e4-87fb-6ff48142b093,desktop,SL,420.99
trevor02,add_to_cart,Sofa_2,Home,468.61,2,2026-01-27T10:31:43.159617,747b42d9-afe7-42a6-98c2-86c0005bc8a3,tablet,PK,229.34
heatherwade,remove_from_cart,Shirt_14,Clothing,983.54,3,2026-01-27T10:31:43.169617,7010db2b-301c-457b-a3d9-b7f613266675,mobile,UA,195.44
justin17,wishlist,Pants_7,Clothing,500.38,3,2026-01-27T10:31:43.179617,303d0668-23db-4549-8060-382ba422a2d7,mobile,KN,419.5
bsmith,view,Laptop_4,Electronics,361.75,3,2026-01-27T10:31:43.189617,dc71fae2-bbc8-46b8-a094-c1568d7b1f05,desktop,BY,113.49
gomezcharles,remove_from_cart,Novel_11,Books,943.23,1,2026-01-27T10:31:43.199617,68eaf8d4-8e50-49c4-934c-5c45ba357884,desktop,ID,23.19
princelisa,purchase,Pants_7,Clothing,831.85,5,2026-01-27T10:31:43.209617,ba1faff0-b7ef-4cc1-9856-b4776c177152,tablet,TW,23.35
david48,add_to_cart,Laptop_5,Electronics,710.11,5,2026-01-27T10:31:43.219617,878f859a-e6fa-4ad0-bb54-c0e9b1cd3e2d,tablet,SM,306.11
bakerrandall,remove_from_cart,Sofa_2,Home,472.78,4,2026-01-27T10:31:43.229617,1b6489ac-1c61-461c-a361-c4c202a65646,tablet,JM,296.97
lynn11,purchase,Lamp_3,Home,368.91,2,2026-01-27T10:31:43.239617,a0364091-7f91-4c4d-ba51-f94c36e47041,desktop,VN,181.99
brownnathan,wishlist,Racket_0,Sports,547.76,2,2026-01-27T10:31:43.249617,a76287dd-1883-444c-ba75-cbbf66bed17b,desktop,TW,169.56
fergusondavid,wishlist,Novel_15,Books,240.51,4,2026-01-27T10:31:43.259617,1e2b72af-00e9-4f68-a235-6f37d807ec03,desktop,GH,163.62
eburns,wishlist,Laptop_7,Electronics,746.21,1,2026-01-27T10:31:43.269617,b55564e9-09c4-4fe8-b538-c0167f49cb1c,tablet,SC,127.47
eburns,wishlist,Novel_10,Books,617.56,1,2026-01-27T10:31:43.279617,44287a68-15c4-43e9-a9ff-36914ac26324,mobile,TT,102.94
ithomas,add_to_cart,Laptop_8,Electronics,892.25,2,2026-01-27T10:31:43.289617,6453031b-5fab-4b41-82cb-f5845dcdada2,tablet,MK,146.74
joshuathompson,view,Lamp_1,Home,869.26,1,2026-01-27T10:31:43.299617,c8bad0c8-443e-49e1-9a5f-2a3208b7868b,tablet,DK,225.5
justin17,add_to_cart,Novel_10,Books,302.08,1,2026-01-27T10:31:43.309617,e9de2828-7d2f-4079-8a6a-c4e54a1ad595,tablet,EE,357.97
lynn11,view,Sofa_5,Home,657.25,2,2026-01-27T10:31:43.319617,8dcfba03-4373-4bc0-b902-a9db808e57d5,tablet,FR,40.52
marksamber,view,Shoe_1,Sports,989.69,1,2026-01-27T10:31:43.329617,69ae8d76-ffb6-4e1d-bd45-26544c17477f,desktop,SR,318.59
asanchez,wishlist,Novel_11,Books,707.98,3,2026-01-27T10:31:43.339617,e426529d-1ecd-437f-bf01-b966f38915ef,mobile,IS,444.86
joshuajohns,wishlist,Shirt_8,Clothing,538.3,4,2026-01-27T10:31:43.349617,8bf1e2c4-697b-42ec-85f6-068e68a869cb,mobile,NO,451.8
justin17,view,Novel_3,Books,946.17,2,2026-01-27T10:31:43.359617,60aa1090-c562-4ba3-a232-7c751547f9ec,desktop,SG,394.46
robertthompson,add_to_cart,Phone_1,Electronics,278.85,5,2026-01-27T10:31:43.369617,7089e3e4-654e-4c56-8843-26ecc31f8101,mobile,BE,477.46
joshuamccoy,add_to_cart,Phone_7,Electronics,524.99,2,2026-01-27T10:31:43.379617,799c049c-cab6-4b08-b5d4-faefc40bba5d,desktop,TN,471.02
bentonbenjamin,add_to_cart,Pants_11,Clothing,891.15,2,2026-01-27T10:31:43.389617,9099fc82-ac05-4e90-ad47-bd4b90eb7ab8,desktop,KP,212.47
lynn11,remove_from_cart,Novel_15,Books,311.15,1,2026-01-27T10:31:43.399617,6fb2b2ce-cb73-4ced-927d-5b9b9263cf55,tablet,GB,370.86
lynn11,wishlist,Phone_7,Electronics,105.4,3,2026-01-27T10:31:43.409617,f234532e-01fa-4dd1-a57c-455eb4cd05cb,mobile,DJ,224.13
joshuajohns,add_to_cart,Laptop_1,Electronics,747.21,5,2026-01-27T10:31:43.419617,469e1876-e55f-4ad7-a1cb-5a0540e36c84,desktop,MA,455.75
kathykelly,wishlist,Shirt_13,Clothing,104.71,5,2026-01-27T10:31:43.429617,b1485158-5909-4649-a8f9-05508adaaac6,desktop,CM,47.66
qmendez,remove_from_cart,Novel_5,Books,384.73,2,2026-01-27T10:31:43.439617,72ad7757-f888-4945-8502-76fdcacb0127,mobile,NZ,400.68
lopezrobin,wishlist,Phone_2,Electronics,307.36,1,2026-01-27T10:31:43.449617,a8db8315-e46d-4da3-9a7a-05f5ede7290b,mobile,UG,231.85
lynn11,view,Lamp_4,Home,990.71,5,2026-01-27T10:31:43.459617,6e2c96a8-5276-42a3-9efd-5ebf8e9e12dd,desktop,FM,305.85
emclaughlin,remove_from_cart,Shoe_0,Sports,513.4,2,2026-01-27T10:31:43.469617,bba89df6-b668-492c-8fb7-5666dd34cea7,tablet,CV,487.36
udaugherty,view,Pants_7,Clothing,65.12,2,2026-01-27T10:31:43.479617,bdb4b44c-e4ad-4085-a005-47904f5784f0,mobile,CF,193.26
nsummers,add_to_cart,Racket_0,Sports,583.88,2,2026-01-27T10:31:43.489617,5dceb913-cb2e-4a8a-ac70-b9a9069f8bcc,tablet,FI,477.86
joshuajohns,remove_from_cart,Novel_12,Books,580.21,4,2026-01-27T10:31:43.499617,19543c9a-92cd-4bd7-8ffa-a0a56f47e81f,desktop,FJ,288.45
david48,purchase,Sofa_3,Home,500.09,1,2026-01-27T10:31:43.509617,a31ec143-a852-4c1f-a633-1e9fd5ec6491,tablet,WS,74.05
bsmith,purchase,Sofa_2,Home,279.42,4,2026-01-27T10:31:43.519617,329fefe7-22f0-49bb-b440-73d2cdda2605,tablet,KG,208.79
fergusondavid,remove_from_cart,Shirt_8,Clothing,731.42,5,2026-01-27T10:31:43.529617,01c8966c-3a83-4403-833d-cd44b43a7993,mobile,CF,424.73
