user_id,event_type,product_id,product_category,product_price,quantity,timestamp,session_id,device,country,total_amount
jeremypierce,purchase,Novel_13,Books,434.54,4,2026-01-27T10:33:23.359019,16ebf75f-33e8-4be8-a6ca-6a2199ce0822,tablet,MY,407.29
jensenjessica,add_to_cart,Shirt_6,Clothing,541.09,2,2026-01-27T10:33:23.369019,65eb5c7d-c323-406d-b914-871dd3d896aa,mobile,LS,151.58
jonesdaniel,purchase,Novel_1,Books,293.8,1,2026-01-27T10:33:23.379019,2497e478-055e-4103-9161-3c2dbefa4064,mobile,HU,118.44
matthewsmatthew,view,Shirt_7,Clothing,342.31,5,2026-01-27T10:33:23.389019,41869059-7feb-489b-9ac3-3e89e1b215b4,tablet,BN,255.39
brownnathan,view,Lamp_0,Home,310.89,5,2026-01-27T10:33:23.399019,f1a40c65-1138-4adf-a081-a41adbd116f5,mobile,MA,292.22
dgates,add_to_cart,Laptop_2,Electronics,491.26,1,2026-01-27T10:33:23.409019,b849934b-713e-44ac-8946-322dd509700c,mobile,BW,298.33
joshuamccoy,remove_from_cart,Pants_8,Clothing,916.25,4,2026-01-27T10:33:23.419019,58c4429b-71cf-4536-81e7-d1c5a59bba8c,tablet,LV,490.71
clarklawrence,purchase,Pants_0,Clothing,780.84,3,2026-01-27T10:33:23.429019,b72cebe1-b9e6-4aeb-9fae-c19642844e2c,mobile,ES,105.64
eburns,add_to_cart,Novel_18,Books,299.59,1,2026-01-27T10:33:23.439019,5f176584-a68e-4ae5-8383-589eb4357ee9,tablet,LK,90.97
ithomas,remove_from_cart,Racket_6,Sports,507.05,5,2026-01-27T10:33:23.449019,884a51d2-bc6f-498b-bcfb-1f28f53169cb,tablet,HU,240.35
udaugherty,wishlist,Shirt_6,Clothing,67.26,1,2026-01-27T10:33:23.459019,b287dd79-a898-4555-b20d-1a892848d3a2,tablet,SM,289.83
lopezrobin,wishlist,Racket_6,Sports,643.52,1,2026-01-27T10:33:23.469019,6729e0dd-838d-43a4-89ee-4bd557511726,tablet,OM,307.3
flowersmaureen,remove_from_cart,Novel_7,Books,841.46,3,2026-01-27T10:33:23.479019,f83f33a4-3bca-4357-8e3f-eeed1d505ffc,mobile,TL,79.99
