user_id,event_type,product_id,product_category,product_price,quantity,timestamp,session_id,device,country,total_amount
fergusondavid,remove_from_cart,Racket_7,Sports,952.11,5,2026-01-27T10:29:27.540953,68b469bd-3c03-485c-b571-c2f571e7da00,mobile,UG,344.58
nsummers,remove_from_cart,Laptop_7,Electronics,904.76,4,2026-01-27T10:29:27.550953,1cb0a9bc-97cc-49d6-b985-cd372946ba90,tablet,FJ,140.4
joshuamccoy,view,Sofa_0,Home,659.86,4,2026-01-27T10:29:27.560953,a67ab20b-0b39-4a5d-9a5b-4e7b19af3aa5,tablet,GW,255.34
justin17,add_to_cart,Phone_3,Electronics,456.68,1,2026-01-27T10:29:27.570953,69a2ee29-e439-40eb-9356-3cd68a576ddc,tablet,SL,444.58
james92,view,Lamp_6,Home,681.29,1,2026-01-27T10:29:27.580953,f54a20d9-2c00-4e7b-9151-81d8cb5e197e,mobile,TJ,422.99
davidgreen,view,Pants_7,Clothing,89.0,1,2026-01-27T10:29:27.590953,58a98155-4e60-4f07-8a8c-41dc7b8f88c7,tablet,BH,344.25
joshuajohns,wishlist,Novel_3,Books,159.91,5,2026-01-27T10:29:27.600953,fddb3782-80ad-42ed-87a4-7205621bfa90,mobile,TJ,418.57
justin17,remove_from_cart,Shirt_4,Clothing,102.66,5,2026-01-27T10:29:27.610953,93e7ac0b-9deb-4571-ad85-29c67bed6c4c,mobile,MN,195.96
qmendez,purchase,Sofa_7,Home,454.91,2,2026-01-27T10:29:27.620953,3037fd09-cb17-4076-bbea-28e91097b345,desktop,TD,305.65
lynn11,purchase,Shoe_2,Sports,148.29,4,2026-01-27T10:29:27.630953,8395dbad-2b7a-4859-a654-8a21da169d52,desktop,TW,21.58
carlycowan,purchase,Sofa_4,Home,649.14,1,2026-01-27T10:29:27.640953,aa4fc30d-256e-4044-9136-ea1669221f9e,tablet,BT,34.3
robertthompson,add_to_cart,Laptop_5,Electronics,521.17,4,2026-01-27T10:29:27.650953,c6d06814-79ee-475d-9b73-e7be56398527,mobile,CI,304.17
