user_id,event_type,product_id,product_category,product_price,quantity,timestamp,session_id,device,country,total_amount
caseyjulie,view,Shirt_9,Clothing,896.02,2,2026-01-27T10:29:57.626407,a8906b2d-a417-4025-863a-514ba904fba3,mobile,LK,53.09
jensenjessica,add_to_cart,Sofa_0,Home,990.79,1,2026-01-27T10:29:57.636407,f549d3d7-da76-4d42-80f2-8d6e45c0133f,desktop,MZ,180.77
bettyayers,wishlist,Racket_0,Sports,82.92,3,2026-01-27T10:29:57.646407,342cfba6-fad4-49bb-91ed-a167fa5679fd,tablet,FM,356.94
kimberly31,purchase,Racket_0,Sports,106.85,2,2026-01-27T10:29:57.656407,b13fc6ea-c4d5-44a0-b02d-866011089c84,tablet,AE,234.39
bsmith,purchase,Sofa_7,Home,908.99,5,2026-01-27T10:29:57.666407,eab3ac59-d34a-4e21-b663-07c291a9a148,tablet,DO,355.16
eburns,add_to_cart,Laptop_4,Electronics,548.71,5,2026-01-27T10:29:57.676407,89b20c05-71d6-48e9-8dd8-5d8ea750392a,mobile,NR,170.66
yjohnson,purchase,Shirt_12,Clothing,637.63,1,2026-01-27T10:29:57.686407,2d2b0353-0cab-47a4-b9ed-0efd50a24534,desktop,PH,43.29
benjamingiles,purchase,Novel_1,Books,582.36,4,2026-01-27T10:29:57.696407,4189dcc9-7822-4750-aa48-f689c851813c,desktop,SC,495.55
boyermisty,add_to_cart,Sofa_4,Home,84.75,5,2026-01-27T10:29:57.706407,46b1a352-d4aa-4763-95cc-d61d4983f4b8,desktop,SL,289.14
rileybreanna,purchase,Lamp_3,Home,772.69,2,2026-01-27T10:29:57.716407,a5b049ea-2a55-498f-9cea-5dc01f3775e2,mobile,SY,34.16
bsmith,wishlist,Lamp_4,Home,384.86,5,2026-01-27T10:29:57.726407,83ed6311-31dc-4777-a487-a555aa33d19d,mobile,GQ,295.07
rdavis,remove_from_cart,Phone_7,Electronics,677.63,3,2026-01-27T10:29:57.736407,ccc860f4-0a73-486a-a106-e656c0e309e6,tablet,SA,197.7
jeremypierce,add_to_cart,Phone_1,Electronics,763.89,4,2026-01-27T10:29:57.746407,2ef5b33f-e703-43b8-a364-49293d6ea733,tablet,DE,277.32
lynn11,add_to_cart,Phone_4,Electronics,957.37,2,2026-01-27T10:29:57.756407,c9404c5a-ca16-43aa-b010-e65b3ba0d965,mobile,EC,320.07
flowersmaureen,view,Shoe_3,Sports,966.69,3,2026-01-27T10:29:57.766407,b137e55d-40c9-4ef8-9a58-4b5ee5c084d7,tablet,NE,454.15
emclaughlin,view,Sofa_3,Home,904.64,1,2026-01-27T10:29:57.776407,6089b750-7513-4761-b1aa-94d4c8f8a2e5,mobile,MA,432.17
davidgreen,wishlist,Pants_3,Clothing,305.09,4,2026-01-27T10:29:57.786407,50f42a2f-bd57-4a58-aa93-a4044668952c,tablet,FJ,476.55
asanchez,view,Novel_0,Books,149.36,1,2026-01-27T10:29:57.796407,16c878b4-f0a7-484b-8880-c2be95bf3b95,desktop,DE,159.85
robertthompson,remove_from_cart,Laptop_2,Electronics,321.26,4,2026-01-27T10:29:57.806407,97266ca9-317c-4687-95f7-3e071236c80d,desktop,HT,385.87
pcampbell,purchase,Shoe_8,Sports,532.24,4,2026-01-27T10:29:57.816407,4d47ae43-ecb2-4e3a-b87d-656133a63729,desktop,BW,492.18
gomezcharles,wishlist,Sofa_4,Home,481.44,5,2026-01-27T10:29:57.826407,b6f521d4-cdf2-4b4b-a954-98878e9c2229,tablet,IS,35.15
joshuajohns,view,Racket_4,Sports,629.44,1,2026-01-27T10:29:57.836407,97e4d243-e0a6-4408-bfac-3964dddfe8f3,tablet,ID,400.47
