user_id,event_type,product_id,product_category,product_price,quantity,timestamp,session_id,device,country,total_amount
bettyayers,view,Shirt_7,Clothing,18.82,2,2026-01-27T10:30:07.659520,83cb0b1c-60a6-41d1-be6f-19a4d66626d8,desktop,BF,366.43
emily19,remove_from_cart,Sofa_5,Home,61.46,5,2026-01-27T10:30:07.669520,290223e0-95a0-40e2-aa24-ccf6d2aff7c7,mobile,IE,164.2
davidgreen,view,Shoe_10,Sports,410.85,1,2026-01-27T10:30:07.679520,c2a5d983-f6be-411c-bba7-b61e27c18e88,tablet,TJ,348.77
flowersmaureen,purchase,Phone_5,Electronics,244.66,3,2026-01-27T10:30:07.689520,500e2297-449e-466f-907b-98cfc1a277c9,mobile,VU,173.77
emily19,purchase,Phone_5,Electronics,602.71,5,2026-01-27T10:30:07.699520,2698c746-b23e-4e5e-9290-9a36863d19ce,desktop,MZ,57.2
heatherwade,remove_from_cart,Pants_11,Clothing,535.43,3,2026-01-27T10:30:07.709520,2f05e12d-98e0-454d-a224-661cf0a64965,desktop,SC,394.51
james92,add_to_cart,Racket_1,Sports,156.16,4,2026-01-27T10:30:07.719520,887ea444-1f23-41cc-81bd-b92b0143ff42,mobile,SG,77.41
matthewsmatthew,wishlist,Novel_4,Books,900.13,2,2026-01-27T10:30:07.729520,60732364-ac50-4858-8224-f489cd7ede0e,desktop,AU,65.81
jerrywelch,add_to_cart,Shirt_1,Clothing,625.83,1,2026-01-27T10:30:07.739520,d4ba63a2-4489-4bbd-956e-35abc48fdb92,mobile,CY,179.2
boyermisty,add_to_cart,Novel_16,Books,465.27,1,2026-01-27T10:30:07.749520,ae8cff19-6c90-4d3e-ac25-f46a6f4e33e8,mobile,TO,304.72
princelisa,remove_from_cart,Lamp_5,Home,51.59,5,2026-01-27T10:30:07.759520,7054b303-36dc-441f-a41d-4f4c700199af,desktop,ZM,272.48
jonesdaniel,purchase,Pants_6,Clothing,80.81,1,2026-01-27T10:30:07.769520,e9f2f8c6-cf38-45e5-aacd-8b6d34f876cc,tablet,HN,126.41
joshuajohns,view,Novel_11,Books,52.23,2,2026-01-27T10:30:07.779520,bbb54231-09d1-4c33-8cc8-40cc039dc609,tablet,TR,158.18
joshuathompson,view,Laptop_3,Electronics,643.52,5,2026-01-27T10:30:07.789520,e50b95f2-e1a1-4426-a400-ef8abc03b388,desktop,SR,389.62
clarklawrence,purchase,Novel_17,Books,533.3,5,2026-01-27T10:30:07.799520,c913b8d3-bc5c-4e81-bec7-493af15f3c69,desktop,HU,405.58
jeremypierce,wishlist,Phone_6,Electronics,269.32,5,2026-01-27T10:30:07.809520,f0df2178-3f46-4584-9cca-a97335f71805,mobile,AD,373.27
princelisa,view,Shirt_3,Clothing,653.56,3,2026-01-27T10:30:07.819520,98146ad0-4340-4ae4-bd54-49d9a9152e62,mobile,BN,227.72
emclaughlin,add_to_cart,Novel_15,Books,629.78,1,2026-01-27T10:30:07.829520,5ffa1693-69da-4b0e-996c-91480eb693a1,desktop,DO,180.74
benjamingiles,view,Novel_11,Books,608.03,1,2026-01-27T10:30:07.839520,76ba582c-1620-4e82-a75e-3a243a20cfdb,tablet,LT,271.54
bentonbenjamin,wishlist,Phone_1,Electronics,301.64,1,2026-01-27T10:30:07.849520,e9c8965e-b3f7-4e94-9c28-3c38e2133d6a,tablet,PH,260.89
gomezcharles,wishlist,Sofa_7,Home,457.43,2,2026-01-27T10:30:07.859520,dfd0a5b2-3718-4ba5-b3d9-465e46cf3b6b,tablet,KP,270.98
bakerrandall,remove_from_cart,Sofa_4,Home,36.9,4,2026-01-27T10:30:07.869520,65ef4c6f-479a-4606-9ef7-802dc1319de1,tablet,MH,245.35
flowersmaureen,remove_from_cart,Shoe_2,Sports,36.91,5,2026-01-27T10:30:07.879520,93001b15-29f4-48ea-9e9f-0cc24d10fd68,tablet,KN,102.85
kathykelly,purchase,Laptop_7,Electronics,343.68,1,2026-01-27T10:30:07.889520,041c0d65-807d-4a44-93da-ce128fdffee2,mobile,RU,216.16
david48,view,Lamp_1,Home,869.35,2,2026-01-27T10:30:07.899520,988daed2-3922-417b-ae8b-0da6a5fec25c,mobile,SM,415.22
davidgreen,wishlist,Laptop_2,Electronics,510.73,4,2026-01-27T10:30:07.909520,e30f902a-794b-4dd5-bf3c-292c1facb231,desktop,CD,439.01
joshuathompson,add_to_cart,Shoe_2,Sports,213.82,2,2026-01-27T10:30:07.919520,66778576-32e0-46dd-9b4b-a3cdb233b4c9,tablet,HT,193.65
qmendez,add_to_cart,Shoe_3,Sports,66.83,1,2026-01-27T10:30:07.929520,ec8bafbf-2a45-4b1e-bf80-4af3ce922e48,desktop,MC,93.93
justin17,view,Novel_7,Books,939.31,2,2026-01-27T10:30:07.939520,79bdaf1f-1703-42e8-b752-48dc0ccaab41,mobile,EG,276.53
jensenjessica,add_to_cart,Shirt_5,Clothing,182.63,2,2026-01-27T10:30:07.949520,0c4af99d-764f-4ac5-b6f7-164fd6f83c10,mobile,FI,346.28
jerrywelch,purchase,Shirt_1,Clothing,166.97,1,2026-01-27T10:30:07.959520,15f5c110-46ad-4ec9-a87a-336274f49410,tablet,LT,41.77
justin17,purchase,Racket_0,Sports,320.79,2,2026-01-27T10:30:07.969520,312c9e52-7335-4fec-9945-7f14f0f41763,mobile,NZ,499.41
pcampbell,wishlist,Pants_7,Clothing,381.92,5,2026-01-27T10:30:07.979520,676a3846-7d36-474d-af6b-02242c4e8f2c,desktop,UZ,457.26
emily19,wishlist,Phone_4,Electronics,697.05,2,2026-01-27T10:30:07.989520,3020418c-dfb4-433e-94a6-3a79945982dd,mobile,CO,330.66
joshuajohns,view,Phone_6,Electronics,947.12,2,2026-01-27T10:30:07.999520,7998b8f6-af5a-4625-bd09-5efe7fbdfd8b,desktop,LB,306.97
justin17,purchase,Novel_7,Books,429.93,3,2026-01-27T10:30:08.009520,0d18f9ac-9fd8-42b1-b9df-09aab4bea04e,mobile,LY,373.64
joshuajohns,remove_from_cart,Laptop_0,Electronics,903.45,4,2026-01-27T10:30:08.019520,c1852bce-d947-4bff-b09d-c32ff3ddd970,mobile,SI,288.08
marksamber,view,Novel_17,Books,264.56,4,2026-01-27T10:30:08.029520,dde32d55-cc1b-4f85-921c-1dfc207707f4,tablet,PT,15.41
bettyayers,view,Sofa_1,Home,801.24,5,2026-01-27T10:30:08.039520,166bca64-4af9-4955-8353-08697488f558,tablet,AU,204.04
bakerrandall,view,Racket_1,Sports,763.19,1,2026-01-27T10:30:08.049520,a7a05724-e7e5-4354-bdd1-71a5f899d4d2,mobile,AG,202.5
emclaughlin,remove_from_cart,Lamp_5,Home,583.48,1,2026-01-27T10:30:08.059520,afe3f8d4-3a74-4cd2-b948-3df3a1d6dca6,tablet,SB,414.92
bentonbenjamin,purchase,Sofa_3,Home,718.21,5,2026-01-27T10:30:08.069520,3176a8d9-b232-4304-8438-39c90825a04b,mobile,PS,430.0
bsmith,wishlist,Novel_5,Books,443.11,2,2026-01-27T10:30:08.079520,b02a0450-78ef-4260-aeb1-f1375f48f06c,mobile,SR,93.78
matthewsmatthew,add_to_cart,Pants_14,Clothing,997.37,5,2026-01-27T10:30:08.089520,b283b87d-edf2-4f7d-8fd3-3fff0954761f,desktop,IS,225.23
rdavis,purchase,Novel_0,Books,443.22,3,2026-01-27T10:30:08.099520,81f8e236-23d2-4b17-bf5e-9215561b64f4,mobile,LR,231.21
david48,view,Shirt_2,Clothing,588.15,5,2026-01-27T10:30:08.109520,989d4e67-43f7-43fa-9e3c-126c0031898f,mobile,MA,223.77
jeremypierce,remove_from_cart,Novel_10,Books,139.63,2,2026-01-27T10:30:08.119520,8d0dae57-19e7-4bb9-aac2-bff938ea0b0a,mobile,ER,241.78
kimberly31,add_to_cart,Racket_1,Sports,439.04,2,2026-01-27T10:30:08.129520,92432314-9168-4ca7-930a-664c3d8ca6bf,tablet,BH,411.68
