user_id,event_type,product_id,product_category,product_price,quantity,timestamp,session_id,device,country,total_amount
heatherwade,remove_from_cart,Phone_0,Electronics,957.76,4,2026-01-27T10:33:08.294999,e0158a50-95d1-4fd7-b8b4-1a65d597e996,tablet,SD,330.17
nsummers,wishlist,Novel_8,Books,265.52,3,2026-01-27T10:33:08.304999,e8e80ae0-3d76-4181-996b-6d06ae64ad1c,tablet,JP,348.34
jonesdaniel,purchase,Shoe_1,Sports,200.24,3,2026-01-27T10:33:08.314999,5d0bbc51-a666-4192-adab-8246cd86af44,mobile,LI,265.6
david48,remove_from_cart,Pants_2,Clothing,467.95,4,2026-01-27T10:33:08.324999,d8567e33-989b-407e-a178-1f5e828847f6,tablet,BE,86.17
trevor02,view,Shoe_0,Sports,579.93,1,2026-01-27T10:33:08.334999,5e00c802-f060-421a-bc47-e45a2fd73647,mobile,MU,356.48
kimberly31,wishlist,Phone_9,Electronics,240.54,3,2026-01-27T10:33:08.344999,8b3648f2-4b19-400f-89f4-28a1dd69576c,mobile,FI,445.06
emclaughlin,view,Shirt_2,Clothing,431.29,4,2026-01-27T10:33:08.354999,4024e2e5-480c-4136-aae0-0676fa74f96a,desktop,IL,449.84
carlycowan,add_to_cart,Lamp_7,Home,256.95,3,2026-01-27T10:33:08.364999,a404ab41-993c-420d-b88e-08629365fce4,mobile,CM,254.43
davidgreen,wishlist,Shoe_11,Sports,299.0,3,2026-01-27T10:33:08.374999,d08d2749-7533-4457-9d91-b143a1bc7016,desktop,CM,362.56
nsummers,add_to_cart,Novel_16,Books,509.25,5,2026-01-27T10:33:08.384999,2abec50f-6ed0-4ec0-9382-6190e61a5487,desktop,DM,98.18
bakerrandall,remove_from_cart,Novel_13,Books,859.84,3,2026-01-27T10:33:08.394999,3a2c3033-85f3-40e8-b5fa-9ec53b8c6be0,desktop,GM,142.71
princelisa,view,Sofa_1,Home,975.25,5,2026-01-27T10:33:08.404999,cbd26d65-4692-4cd0-8adb-9a036047d20a,mobile,AZ,15.81
benjamingiles,purchase,Laptop_8,Electronics,404.76,4,2026-01-27T10:33:08.414999,4f66e7fa-732a-4285-9e70-107a1ff7b1c3,desktop,TR,26.87
izimmerman,remove_from_cart,Shoe_8,Sports,835.29,3,2026-01-27T10:33:08.424999,aa2a2442-31c1-4531-8c78-f827df2f9478,desktop,DE,164.18
asanchez,remove_from_cart,Phone_3,Electronics,355.07,3,2026-01-27T10:33:08.434999,e490f50d-61cb-4e5b-b14f-57fafa0b0997,tablet,LT,274.87
lopezrobin,remove_from_cart,Pants_6,Clothing,879.39,5,2026-01-27T10:33:08.444999,925ad447-7f84-4599-b800-dee88a3e9f00,desktop,PT,291.97
princelisa,remove_from_cart,Lamp_5,Home,963.97,4,2026-01-27T10:33:08.454999,363089ed-9fc4-46a7-9693-09c354e6f5a5,mobile,UZ,481.68
lynn11,remove_from_cart,Lamp_6,Home,799.4,5,2026-01-27T10:33:08.464999,2a186b80-ec02-492d-b0f5-a37b6f3229f6,desktop,AZ,72.56
ithomas,wishlist,Novel_15,Books,400.81,5,2026-01-27T10:33:08.474999,d8144dc0-ef0d-4bad-9b52-26be8bc06df3,tablet,GD,429.45
trevor02,wishlist,Shoe_4,Sports,206.11,4,2026-01-27T10:33:08.484999,ea02fb02-3d91-4779-84f0-887481f047d6,desktop,ML,280.38
emily19,remove_from_cart,Pants_7,Clothing,186.57,3,2026-01-27T10:33:08.494999,52d5949a-3051-4e3a-a13c-6697093908bb,tablet,TD,424.33
kimberly31,wishlist,Shoe_5,Sports,776.45,2,2026-01-27T10:33:08.504999,154c31d4-2a80-4fce-bf87-184c552cf29d,tablet,ZA,451.09
jeremypierce,view,Sofa_2,Home,24.57,4,2026-01-27T10:33:08.514999,026f1606-bd86-4db7-abc1-44622a1908e2,tablet,QA,199.37
boyermisty,purchase,Lamp_5,Home,218.53,2,2026-01-27T10:33:08.524999,bba8857e-a668-456a-b6ea-b05b8af1aefc,mobile,ID,319.41
lynn11,wishlist,Shoe_7,Sports,300.39,1,2026-01-27T10:33:08.534999,cca4cbc9-926d-49bf-bf0d-8b78aade767e,tablet,CR,58.53
