user_id,event_type,product_id,product_category,product_price,quantity,timestamp,session_id,device,country,total_amount
udaugherty,wishlist,Lamp_3,Home,717.84,2,2026-01-27T10:31:32.926867,e9fbe9f8-a8b5-461b-a0a7-75a2554f8d72,desktop,AZ,476.29
gomezcharles,purchase,Lamp_6,Home,395.58,2,2026-01-27T10:31:32.936867,678ed9af-2918-463f-8a18-fde1266cc44a,mobile,MY,124.46
bettyayers,add_to_cart,Laptop_4,Electronics,878.23,2,2026-01-27T10:31:32.946867,9366c4ca-5b53-49a9-a41d-2ff011c12ce6,tablet,CI,85.25
jonesdaniel,view,Shirt_13,Clothing,985.64,1,2026-01-27T10:31:32.956867,7385f970-dd55-4b57-8374-fa21c5c8c39b,tablet,LB,58.38
rileybreanna,wishlist,Laptop_5,Electronics,329.01,3,2026-01-27T10:31:32.966867,aa33b7a3-2f54-4c77-a5f1-30fe8c7cf4f6,tablet,MW,223.82
boyermisty,remove_from_cart,Novel_15,Books,633.82,3,2026-01-27T10:31:32.976867,dd9fe93b-1a29-4070-97e4-d14a7a579e7f,mobile,MM,363.3
kathykelly,add_to_cart,Sofa_2,Home,624.96,3,2026-01-27T10:31:32.986867,eec1b200-e558-4943-8702-30ebb3e02737,tablet,BA,320.95
dorseydavid,add_to_cart,Phone_2,Electronics,783.55,4,2026-01-27T10:31:32.996867,fd00312e-a0d1-49b7-811f-ce40f420ff43,desktop,BY,193.62
clarklawrence,view,Phone_6,Electronics,599.02,2,2026-01-27T10:31:33.006867,9c2faf9f-6821-484d-9e7b-a4b01c7f4e4b,mobile,MH,28.07
udaugherty,add_to_cart,Lamp_0,Home,869.59,1,2026-01-27T10:31:33.016867,68eb905d-7904-4848-af34-e07da1b10f63,desktop,GM,233.49
lopezrobin,wishlist,Sofa_0,Home,73.65,3,2026-01-27T10:31:33.026867,77495886-a154-4a92-9142-5fdec38d19ed,tablet,CM,193.35
eburns,wishlist,Shoe_9,Sports,10.69,5,2026-01-27T10:31:33.036867,8de89d1b-2ee2-4576-a82b-3938f3fe11e7,tablet,BE,18.59
clarklawrence,view,Shirt_8,Clothing,837.67,2,2026-01-27T10:31:33.046867,ff805fd5-19ea-42c6-be5d-8913451c4530,tablet,VC,394.63
marksamber,add_to_cart,Laptop_9,Electronics,368.94,1,2026-01-27T10:31:33.056867,4069e35f-5a3a-4289-bb4c-80bb2bad6c30,tablet,MA,144.69
matthewsmatthew,remove_from_cart,Phone_3,Electronics,498.0,5,2026-01-27T10:31:33.066867,89e9e8e9-7f70-47c0-bc58-fd8f7b21607a,mobile,MU,393.02
dgates,wishlist,Phone_3,Electronics,500.13,3,2026-01-27T10:31:33.076867,f1ed5308-be7b-4509-afc3-0fb39e63831a,desktop,SD,99.32
robertthompson,view,Pants_4,Clothing,558.57,5,2026-01-27T10:31:33.086867,353ce953-d781-45a7-ab27-931ca39434ba,mobile,UG,46.1
joshuajohns,purchase,Novel_16,Books,548.37,1,2026-01-27T10:31:33.096867,7744758c-28a3-471a-ac6d-354b2e86bfee,desktop,IT,485.83
yjohnson,wishlist,Novel_9,Books,955.9,5,2026-01-27T10:31:33.106867,b0888ba7-795a-49b5-aba0-2adba6690b94,mobile,SV,109.08
emclaughlin,purchase,Novel_11,Books,147.0,3,2026-01-27T10:31:33.116867,1ec29261-173c-4377-acc7-1cd279b95254,desktop,PH,252.63
fergusondavid,purchase,Sofa_4,Home,490.47,2,2026-01-27T10:31:33.126867,5cad6603-26c6-442b-b99a-2220b18f8f63,desktop,CU,158.43
qmendez,wishlist,Shoe_1,Sports,583.13,4,2026-01-27T10:31:33.136867,5cd65afa-dd6b-48e2-b0e1-e16da795af24,tablet,NL,344.71
benjamingiles,view,Novel_15,Books,820.61,5,2026-01-27T10:31:33.146867,ece3646b-c18d-4e38-9bb2-51b88d72fd13,tablet,LY,150.69
gomezcharles,wishlist,Shirt_11,Clothing,744.69,1,2026-01-27T10:31:33.156867,59734a63-7e5a-4d65-a16f-694e9d0b8e89,mobile,AM,359.14
emclaughlin,add_to_cart,Pants_2,Clothing,571.7,1,2026-01-27T10:31:33.166867,dcb151fb-4593-4da1-a974-d2a4191a4bc1,tablet,KE,423.21
marshalljames,view,Phone_2,Electronics,543.52,2,2026-01-27T10:31:33.176867,5e6d47be-bab6-4fe1-85a5-0a809e09f7b6,desktop,LA,424.08
rileybreanna,wishlist,Shirt_0,Clothing,435.69,3,2026-01-27T10:31:33.186867,d4e4e263-0082-43bb-9964-f8cbea8a7e61,tablet,TJ,170.25
heatherwade,add_to_cart,Shoe_11,Sports,311.85,3,2026-01-27T10:31:33.196867,46217295-8e60-45a0-80dd-1ab2ab3340ab,desktop,TJ,154.62
brownnathan,view,Phone_3,Electronics,879.99,3,2026-01-27T10:31:33.206867,813d4e21-bf93-4987-a189-acd3cbb52476,desktop,IS,353.41
kathykelly,purchase,Lamp_0,Home,922.79,3,2026-01-27T10:31:33.216867,48bbd7d4-2dfd-41ee-b235-b211c5f63f7f,tablet,PE,40.97
jensenjessica,wishlist,Pants_6,Clothing,617.27,4,2026-01-27T10:31:33.226867,dd2ee0d2-a358-4bc9-97b3-ecb92ffebbab,mobile,EG,225.08
lynn11,purchase,Pants_7,Clothing,482.72,1,2026-01-27T10:31:33.236867,aaf0a2ac-99b8-4ce9-8795-1f12cd7d28da,mobile,VU,46.95
udaugherty,remove_from_cart,Shirt_2,Clothing,72.4,3,2026-01-27T10:31:33.246867,8500b5e1-228e-49d6-92d5-5136d02ece1e,desktop,IS,220.65
carlycowan,purchase,Laptop_5,Electronics,453.13,4,2026-01-27T10:31:33.256867,abc10924-73be-40da-9c8f-e8372ba1a724,tablet,PT,298.43
clarklawrence,remove_from_cart,Lamp_6,Home,899.42,1,2026-01-27T10:31:33.266867,c69472f5-6ba1-4f9f-a634-cfc79a00201f,desktop,KM,135.44
matthewsmatthew,remove_from_cart,Pants_13,Clothing,71.48,1,2026-01-27T10:31:33.276867,0cf69cee-8ba3-4b22-8b4a-1b952e74c760,tablet,NP,38.08
david48,purchase,Shirt_13,Clothing,847.74,3,2026-01-27T10:31:33.286867,46ea581c-58a1-4726-8d68-8d933909f732,tablet,LI,35.26
joshuajohns,wishlist,Laptop_3,Electronics,394.41,5,2026-01-27T10:31:33.296867,c51e4b53-49ae-4656-8a9a-bf31cdd27ed9,tablet,NO,47.94
jeremypierce,purchase,Shirt_3,Clothing,772.04,3,2026-01-27T10:31:33.306867,e03d46c0-da58-4d2e-a3b6-df907808b247,mobile,TD,156.88
bettyayers,view,Lamp_6,Home,583.91,2,2026-01-27T10:31:33.316867,b0dd3baf-c678-4b89-b41b-918686addc87,mobile,KH,30.9
benjamingiles,add_to_cart,Lamp_6,Home,222.24,1,2026-01-27T10:31:33.326867,04f14820-145b-48a3-8791-4421e7d8055f,desktop,TH,34.5
eburns,purchase,Lamp_6,Home,827.95,3,2026-01-27T10:31:33.336867,2f19289c-2a3d-46a3-a2e2-28d0ff404504,tablet,MC,453.18
lynn11,remove_from_cart,Phone_1,Electronics,675.47,3,2026-01-27T10:31:33.346867,b47a89ce-d743-45b0-99d1-d4597b7deb99,tablet,PL,105.05
joshuajohns,remove_from_cart,Laptop_1,Electronics,596.55,1,2026-01-27T10:31:33.356867,2ae96407-7bf4-4b34-a478-523d501f7b47,desktop,SK,228.6
brownnathan,view,Shoe_9,Sports,208.08,3,2026-01-27T10:31:33.366867,10ca4317-6cbe-4c4a-9fb4-b2d47fa374d5,desktop,CM,128.35
izimmerman,remove_from_cart,Lamp_3,Home,826.09,1,2026-01-27T10:31:33.376867,90773d34-5816-4110-b7d1-b01ae4478152,mobile,YE,159.55
heatherwade,purchase,Shirt_13,Clothing,831.14,4,2026-01-27T10:31:33.386867,6801c3a7-c68d-4ef6-a0ff-6d1023770383,mobile,CV,338.53
lynn11,purchase,Novel_19,Books,486.32,3,2026-01-27T10:31:33.396867,32fd81c3-5aaa-4789-b013-f837bd63de10,desktop,KG,274.31
princelisa,add_to_cart,Novel_18,Books,397.59,3,2026-01-27T10:31:33.406867,26a5e748-b60c-47b8-9290-5d65cb6a7516,desktop,AU,163.07
clarklawrence,remove_from_cart,Sofa_7,Home,164.04,5,2026-01-27T10:31:33.416867,823033d7-03f6-4881-ad81-27871ce85c80,desktop,GW,401.51
lynn11,purchase,Phone_9,Electronics,547.26,2,2026-01-27T10:31:33.426867,5f94a356-7b59-4be9-9819-9afe815c8060,desktop,CI,201.66
rdavis,wishlist,Racket_5,Sports,377.59,2,2026-01-27T10:31:33.436867,28ced897-760b-4939-bd4d-80c12daa2711,mobile,TJ,312.18
qmendez,wishlist,Laptop_7,Electronics,561.93,1,2026-01-27T10:31:33.446867,da94a6c1-2207-4289-a557-518cda5865b1,tablet,TN,61.01
david48,add_to_cart,Shoe_1,Sports,884.47,4,2026-01-27T10:31:33.456867,69c85aa0-a60d-4dfe-92e6-21d928f2407e,tablet,US,190.95
robertthompson,purchase,Novel_8,Books,956.76,2,2026-01-27T10:31:33.466867,078afe54-770e-435e-a064-c9b73cb05c5a,desktop,SZ,461.74
justin17,view,Laptop_0,Electronics,152.73,4,2026-01-27T10:31:33.476867,1acf7672-b808-484e-8cb1-d5c0f9af6a0b,mobile,DJ,178.23
qmendez,add_to_cart,Laptop_6,Electronics,140.5,4,2026-01-27T10:31:33.486867,b74097d5-69e5-4d28-b414-4b0e77661087,tablet,LR,46.18
kathykelly,view,Novel_11,Books,207.39,4,2026-01-27T10:31:33.496867,f00e05dc-874d-4b8a-8b1a-6480a4f5363a,desktop,RO,130.8
pcampbell,wishlist,Phone_1,Electronics,910.31,5,2026-01-27T10:31:33.506867,c989126a-70bc-4db4-8e61-ccc84b6dc993,tablet,BH,354.33
robertthompson,view,Pants_12,Clothing,996.87,3,2026-01-27T10:31:33.516867,fbf53456-321a-438b-b449-608a703b99d7,tablet,EE,146.71
udaugherty,view,Shoe_3,Sports,935.99,1,2026-01-27T10:31:33.526867,db0e7ad3-68ff-4625-a0d3-386375b0d926,desktop,JP,70.74
pcampbell,add_to_cart,Pants_1,Clothing,870.63,2,2026-01-27T10:31:33.536867,8589e33b-7d6f-4553-a3a5-4f16c868234a,mobile,BR,67.17
robertthompson,add_to_cart,Novel_11,Books,607.39,5,2026-01-27T10:31:33.546867,d5e54550-3806-4465-9abb-a414cf57ab5a,desktop,ST,365.47
fergusondavid,wishlist,Laptop_1,Electronics,316.85,5,2026-01-27T10:31:33.556867,95da361f-e0c6-4303-a8f3-0166b8c948a5,desktop,VU,360.4
joshuajohns,purchase,Sofa_5,Home,501.8,2,2026-01-27T10:31:33.566867,9bd904c2-7f21-44cc-af58-e585aeb18122,desktop,FR,340.65
caseyjulie,view,Novel_3,Books,741.66,1,2026-01-27T10:31:33.576867,8d971ca9-de3c-4e90-9566-bd986db22796,desktop,GB,487.44
benjamingiles,wishlist,Novel_9,Books,909.47,1,2026-01-27T10:31:33.586867,fd973c7a-596d-428c-bfb0-6e0257e0b9ae,desktop,KP,463.08
bakerrandall,purchase,Phone_4,Electronics,341.76,1,2026-01-27T10:31:33.596867,d466e693-d830-4f31-93d5-7a9e6fe689af,tablet,CA,70.79
davidgreen,wishlist,Shirt_0,Clothing,948.88,1,2026-01-27T10:31:33.606867,8e981345-72b3-4298-acfc-86b57456d4df,desktop,MK,258.66
princelisa,purchase,Lamp_1,Home,680.58,3,2026-01-27T10:31:33.616867,e6f2a6f7-8937-4e8f-82ad-d93bcb5583f5,desktop,ET,442.25
emily19,view,Shoe_0,Sports,512.41,1,2026-01-27T10:31:33.626867,640982b5-40f1-4fcf-9d4e-3da2cf052480,desktop,TR,331.33
matthewsmatthew,remove_from_cart,Laptop_8,Electronics,467.2,3,2026-01-27T10:31:33.636867,b94eebb9-bdda-4ff0-a8cc-8d07ec144ff0,mobile,IT,331.12
yjohnson,view,Laptop_4,Electronics,607.47,2,2026-01-27T10:31:33.646867,c63fdf7e-e626-4a11-83fa-f762ef411669,desktop,CN,324.01
eburns,remove_from_cart,Novel_15,Books,604.98,2,2026-01-27T10:31:33.656867,580842c7-be8e-4071-be2b-eebf505c0e9e,desktop,BE,431.95
emclaughlin,view,Shoe_11,Sports,822.69,2,2026-01-27T10:31:33.666867,8684e428-7079-491e-a59d-928e2b63bdfd,tablet,WS,106.66
qmendez,view,Pants_3,Clothing,445.23,3,2026-01-27T10:31:33.676867,08c06447-7c09-4137-8640-c5ec8c3294d7,tablet,UA,86.13
dgates,view,Phone_0,Electronics,454.87,1,2026-01-27T10:31:33.686867,e5efb68c-fcfe-4f04-b9ff-68ed63d235af,tablet,KP,416.94
gomezcharles,wishlist,Sofa_4,Home,919.5,2,2026-01-27T10:31:33.696867,3ee126b5-6486-4587-a161-09f9b34ba1c6,tablet,AD,310.58
ithomas,purchase,Pants_8,Clothing,447.48,3,2026-01-27T10:31:33.706867,ca08b6f6-c33b-4267-afc5-b89c08c70b0f,mobile,BH,270.63
gomezcharles,purchase,Laptop_4,Electronics,88.24,3,2026-01-27T10:31:33.716867,f2d0d3b1-e638-40f2-873f-17848e25f9ae,mobile,GY,260.49
nsummers,view,Lamp_5,Home,754.41,3,2026-01-27T10:31:33.726867,7deaa335-7d4c-45d9-9d4b-af31fbe1b306,tablet,ET,461.35
bettyayers,view,Shoe_1,Sports,435.88,4,2026-01-27T10:31:33.736867,26ac58a5-c3ff-4db5-b9a8-9f8b56ef5b72,tablet,BE,139.65
jonesdaniel,view,Novel_13,Books,676.74,4,2026-01-27T10:31:33.746867,a339c185-1617-4048-b048-70e6d0417737,desktop,UY,427.72
dgates,purchase,Shoe_3,Sports,721.97,5,2026-01-27T10:31:33.756867,9ddeda6e-1bc6-424c-93c4-e88c708f4b68,tablet,GH,145.4
qmendez,add_to_cart,Shirt_2,Clothing,938.12,2,2026-01-27T10:31:33.766867,e66f55c4-0a2c-48d1-ae7b-80e5417f082d,tablet,AF,12.96
qmendez,wishlist,Shirt_4,Clothing,744.55,4,2026-01-27T10:31:33.776867,6cd4eb20-7a0b-4267-9ebc-39adf370de53,tablet,BA,64.61
ithomas,purchase,Shoe_1,Sports,28.79,5,2026-01-27T10:31:33.786867,d1ccc087-2288-411e-aaf7-304ea9b56ee2,tablet,TD,175.66
yjohnson,view,Novel_8,Books,529.07,1,2026-01-27T10:31:33.796867,b8e12faf-b5e5-4cda-9737-09ca025f06c5,mobile,VE,124.74
jonesdaniel,purchase,Shoe_9,Sports,126.33,1,2026-01-27T10:31:33.806867,0195e767-a474-436c-bc0f-808ce4c64aab,tablet,GY,432.69
lopezrobin,remove_from_cart,Shoe_10,Sports,302.22,3,2026-01-27T10:31:33.816867,020c2417-551f-4ce8-af62-f46e8886ca93,mobile,PY,126.99
nsummers,wishlist,Shirt_10,Clothing,524.26,5,2026-01-27T10:31:33.826867,143393ff-c91a-4f3d-af56-83574a4d0651,mobile,AM,15.36
jensenjessica,purchase,Novel_8,Books,530.77,4,2026-01-27T10:31:33.836867,27b75924-9647-4034-8c9a-ea02e335bbfd,tablet,AG,479.57
davidgreen,remove_from_cart,Racket_5,Sports,868.64,4,2026-01-27T10:31:33.846867,d8fb7017-7ef4-4675-abe4-d5a229a0f975,mobile,US,290.46
emclaughlin,purchase,Laptop_9,Electronics,682.52,5,2026-01-27T10:31:33.856867,7b56eea0-7662-469f-a4ea-12bf121bda39,desktop,AL,352.32
rileybreanna,add_to_cart,Shirt_0,Clothing,714.77,4,2026-01-27T10:31:33.866867,391e136d-953d-4ae1-beb1-0bcd359bfb8e,desktop,DE,387.14
jonesdaniel,wishlist,Pants_7,Clothing,882.98,3,2026-01-27T10:31:33.876867,c63ca400-1bb8-489c-aab5-952ea6de1a82,tablet,FI,244.54
emily19,wishlist,Novel_17,Books,174.7,3,2026-01-27T10:31:33.886867,152c3fac-0289-444a-a4c2-27af709d9ca2,tablet,EE,255.86
pcampbell,purchase,Novel_6,Books,775.17,5,2026-01-27T10:31:33.896867,191ad39d-2c23-4169-b654-01796dade254,mobile,MU,242.91
benjamingiles,view,Racket_4,Sports,439.2,3,2026-01-27T10:31:33.906867,666f9435-a616-47b1-aedc-ced78fdbde9d,mobile,DM,181.88
james92,wishlist,Sofa_1,Home,625.46,5,2026-01-27T10:31:33.916867,803fd5e3-42c3-486d-8500-40080da79a33,desktop,KE,107.73
